70249	142368	1
46097	98415	1
16678	98415	1
31258	143142	1
26566	108514	1
75040	99815	1
68056	137520	1
21949	149962	1
16550	122218	1
12970	127501	1
20530	142438	1
40306	123042	1
39997	121875	1
15926	123059	1
31597	104160	1
15080	122729	1
15563	120565	1
51192	136267	1
16176	102070	1
24398	130232	1
13760	143708	1
84317	129884	1
59413	129884	1
61549	113403	1
13543	110079	1
93918	108152	1
31706	132496	1
16000	119299	1
31454	147742	1
60322	123165	1
14793	105415	1
11443	127731	1
13523	140045	1
45354	100615	1
9554	131237	1
11139	133749	1
27691	152215	1
11163	151673	1
93822	98415	1
18378	122356	1
91459	116783	1
16228	133506	1
11064	99827	1
69262	139153	1
11055	129906	1
14472	137571	1
19185	133619	1
38933	138377	1
28403	103876	1
51894	131020	1
16477	110718	1
16130	122205	1
56485	147769	1
11506	124002	1
64982	146670	1
24937	115754	1
53802	104646	1
71488	121987	1
84244	122114	1
59674	104171	1
12790	132303	1
37473	99853	1
60537	140673	1
72090	99232	1
15324	125392	1
44389	129368	1
52887	105120	1
38578	108434	1
56210	98817	1
29198	116356	1
72750	114687	1
53959	103784	1
24418	116087	1
22489	115776	1
32068	152721	1
15121	134536	1
27724	149256	1
27264	126205	1
50362	136581	1
52482	101138	1
91726	139166	1
50608	127228	1
33232	149327	1
50410	118454	1
89606	103620	1
13096	127931	1
26467	102752	1
55576	110146	1
49397	115828	1
46251	99543	1
82911	153077	1
59559	134609	1
64060	149749	1
38406	125693	1
55453	100302	1
67778	117776	1
52730	109029	1
53874	117855	1
37199	105431	1
85604	105109	1
40642	135411	1
31192	147100	1
42999	124336	1
95111	101891	1
60540	108195	1
51414	143643	1
85750	144629	1
62097	149256	1
41736	149256	1
90776	102460	1
63711	144629	1
87196	101692	1
36025	142828	1
53731	124234	1
36156	137361	1
79657	130608	1
71870	103712	1
61032	112605	1
44686	142524	1
73026	133381	1
66795	126097	1
8994	116743	1
34390	120817	1
70795	124234	1
64495	147555	1
97168	122633	1
74620	142464	1
59585	144761	1
21491	137709	1
97263	140098	1
87210	121461	1
8729	99688	1
50979	137775	1
68378	119744	1
81358	148450	1
13174	151417	1
89234	131380	1
20266	144045	1
75018	100816	1
56129	149952	1
37900	119288	1
62796	103633	1
70694	141147	1
65373	121006	1
19150	141490	1
29017	136359	1
61710	137666	1
60368	119489	1
78548	145145	1
23123	142524	1
85756	110126	1
41239	124234	1
79637	133079	1
62827	143258	1
77798	103065	1
51655	104512	1
50137	121611	1
31325	152966	1
27224	144443	1
72932	125967	1
89506	124234	1
82275	111800	1
81311	144793	1
54866	140135	1
79576	116745	1
15548	111922	1
13988	113035	1
22035	143079	1
56123	149595	1
50602	110585	1
72103	127396	1
39764	108322	1
50467	111586	1
47044	119530	1
23592	133073	1
87643	137927	1
32268	127593	1
25508	133057	1
25431	143510	1
34677	110585	1
80714	124234	1
22842	143259	1
20041	122633	1
56026	101937	1
45364	120893	1
47415	111863	1
23100	129155	1
17933	150847	1
10363	124242	1
92284	129806	1
84592	144243	1
58125	150676	1
40757	152236	1
16664	152236	1
72885	152236	1
41918	146882	1
65264	127731	1
87737	141063	1
60350	127283	1
57674	122245	1
33710	122245	1
20855	119626	1
19557	98517	1
33983	123118	1
21225	111691	1
16305	113845	1
56500	117916	1
94116	121993	1
30879	123903	1
30790	123903	1
44356	123903	1
30455	123903	1
45771	123903	1
53633	111691	1
32467	111691	1
19558	144724	1
72681	108364	1
77210	134304	1
85147	121266	1
18606	147591	1
46951	106339	1
89594	98255	1
15033	147591	1
60709	141248	1
47580	100411	1
12479	124803	1
39704	106339	1
88693	108364	1
52293	153155	1
22287	153155	1
25876	107073	1
44667	106833	1
49709	106833	1
31719	149407	1
30427	122742	1
15047	122742	1
90063	122742	1
38997	151977	1
93752	116483	1
18385	116483	1
95194	116483	1
26695	139588	1
28896	101338	1
16894	101565	1
24472	118933	1
61855	101943	1
88254	121521	1
72734	144486	1
54759	152798	1
17005	114904	1
50301	130033	1
21830	150533	1
78685	142962	1
95911	121583	1
65382	114167	1
65835	125556	1
14983	138519	1
72203	121478	1
71922	118161	1
71001	146596	1
72272	146596	1
68194	114667	1
68197	114667	1
72123	114667	1
25239	114667	1
71940	114667	1
70275	116682	1
8225	114904	1
42125	110932	1
55746	144134	1
95699	146939	1
20599	131035	1
45187	108814	1
14667	111667	1
25119	131585	1
58460	110914	1
45596	151392	1
27799	143667	1
49011	108204	1
89666	150171	1
87193	134145	1
9574	97984	1
51064	107623	1
79641	138146	1
71379	149361	1
77532	128780	1
66861	128780	1
46800	103496	1
53241	126308	1
53234	126308	1
14448	110809	1
25387	128780	1
54183	125711	1
68038	110809	1
86440	110809	1
16047	105246	1
14211	110932	1
94966	145972	1
66763	138351	1
44229	138351	1
87448	151392	1
73090	135687	1
16109	112301	1
56782	112301	1
32087	135687	1
26881	135687	1
20954	135687	1
26880	135687	1
12433	112301	1
11998	112301	1
52324	139304	1
49863	153288	1
27502	115870	1
34816	131585	1
63879	131390	1
68476	131390	1
93402	131390	1
22084	131390	1
27512	106369	1
90946	100544	1
8935	140718	1
63176	101607	1
66766	138351	1
23922	136297	1
55230	139304	1
13330	107133	1
28921	139304	1
31899	139304	1
66543	122519	1
9145	99421	1
71864	123030	1
14101	146514	1
17513	143267	1
9506	99276	1
11501	150501	1
22627	132946	1
17536	143667	1
47387	113755	1
75034	126308	1
76897	115841	1
21661	102378	1
24206	151392	1
42497	128439	1
36334	127995	1
47394	135136	1
42978	129121	1
27589	133323	1
59759	99061	1
59544	145900	1
95366	145900	1
75761	97984	1
78928	151392	1
93158	136297	1
83055	112283	1
42131	110932	1
67485	126550	1
45735	100716	1
29480	121659	1
87594	122441	1
63992	125711	1
63997	125711	1
63990	125711	1
27732	117973	1
75179	117734	1
86798	112692	1
22352	115183	1
57345	124950	1
63304	110809	1
53507	110809	1
45863	140263	1
28755	132338	1
15204	119698	1
71950	97984	1
30677	121521	1
13140	123040	1
54671	140718	1
70840	128079	1
35352	122304	1
13428	123491	1
61060	141543	1
23432	114987	1
28609	115445	1
11544	127104	1
11089	114775	1
68283	153235	1
48660	147019	1
49924	148553	1
27030	137571	1
21989	111974	1
14748	114987	1
38130	135440	1
13770	114987	1
12785	153235	1
75209	106822	1
18256	113955	1
34269	124995	1
25919	126465	1
18731	112645	1
52791	149596	1
23584	100117	1
23429	121921	1
16177	141642	1
51418	122022	1
71596	104680	1
44476	136449	1
10843	152716	1
75752	116331	1
54103	100582	1
9809	141642	1
91735	141642	1
8264	136172	1
22283	117492	1
48156	106681	1
19586	125716	1
78914	135623	1
16135	111269	1
91381	107764	1
24734	148947	1
35169	125102	1
66856	103433	1
88092	121673	1
50454	148313	1
73251	148947	1
37615	116985	1
16794	145954	1
42695	145954	1
60455	144438	1
30580	126999	1
14893	116059	1
40244	131350	1
31369	111928	1
53572	104041	1
40237	115924	1
78721	135923	1
14177	139045	1
14899	126185	1
10777	145954	1
59723	108506	1
96206	125423	1
67556	131177	1
61491	100333	1
18025	137838	1
21453	97944	1
41875	104008	1
32469	151574	1
77674	132476	1
16198	140854	1
56469	140800	1
26994	117750	1
50046	127508	1
56102	117628	1
14898	152257	1
29910	139598	1
35903	140538	1
80922	132148	1
61777	136289	1
34960	114217	1
37960	101735	1
9118	139598	1
79163	149501	1
82964	105266	1
80966	116920	1
59433	104309	1
36383	129914	1
96883	108659	1
24273	112829	1
70216	137371	1
65814	109752	1
73245	112811	1
46544	120968	1
33329	149652	1
61783	107373	1
36378	148643	1
55239	113999	1
77433	129764	1
27604	129287	1
55766	103712	1
51030	115067	1
79921	99099	1
26960	141866	1
70197	105379	1
57907	104792	1
34159	136604	1
27776	104961	1
96830	141781	1
28155	124619	1
79928	126410	1
79688	108312	1
92752	112290	1
82980	147072	1
50236	121136	1
39046	153087	1
64320	142040	1
70880	139655	1
68220	126757	1
21260	147102	1
97233	138180	1
91551	130371	1
8739	109651	1
13268	103598	1
12217	115816	1
65665	125716	1
58591	112301	1
30847	149904	1
43933	109651	1
53990	104657	1
77531	132016	1
29002	111421	1
12213	114201	1
66085	110996	1
25595	129106	1
82334	128615	1
89943	109182	1
16928	110656	1
92744	121057	1
14358	140742	1
50493	127298	1
23346	153169	1
27122	126419	1
48756	143047	1
